BufId,SpillCost,Time
1.0,512.0,1845
155.0,512.0,1878
158.0,512.0,1902
208.0,512.0,2063
234.0,512.0,2130
508.0,512.0,2755
534.0,512.0,2822
808.0,512.0,3447
834.0,512.0,3514
1108.0,512.0,4139
1134.0,512.0,4206
1408.0,512.0,4831
1434.0,512.0,4898
1708.0,512.0,5523
1734.0,512.0,5590
11.0,4.0,512
2065.0,4.0,513
2066.0,4.0,514
2067.0,4.0,515
2068.0,4.0,516
2069.0,4.0,517
2085.0,4.0,518
2095.0,4.0,519
2100.0,4.0,520
2102.0,4.0,521
2103.0,4.0,522
2104.0,4.0,523
2105.0,4.0,524
2106.0,4.0,525
2107.0,4.0,526
2108.0,4.0,527
2109.0,4.0,528
2125.0,4.0,529
2135.0,4.0,530
2140.0,4.0,531
2142.0,4.0,532
2143.0,4.0,533
2144.0,4.0,534
2145.0,4.0,535
2146.0,4.0,536
2147.0,4.0,537
2148.0,4.0,538
2149.0,4.0,539
2165.0,4.0,540
2175.0,4.0,541
2180.0,4.0,542
2182.0,4.0,543
2183.0,4.0,544
2184.0,4.0,545
2185.0,4.0,546
2186.0,4.0,547
2187.0,4.0,548
2188.0,4.0,549
2189.0,4.0,550
2205.0,4.0,551
2215.0,4.0,552
2220.0,4.0,553
2222.0,4.0,554
2223.0,4.0,555
2224.0,4.0,556
2225.0,4.0,557
2226.0,4.0,558
2227.0,4.0,559
2228.0,4.0,560
2229.0,4.0,561
2245.0,4.0,562
2255.0,4.0,563
2260.0,4.0,564
2262.0,4.0,565
2263.0,4.0,566
2264.0,4.0,567
2265.0,4.0,568
2266.0,4.0,569
2267.0,4.0,570
2268.0,4.0,571
2269.0,4.0,572
2285.0,4.0,573
2295.0,4.0,574
2300.0,4.0,575
2302.0,4.0,576
2303.0,4.0,577
2304.0,4.0,578
2305.0,4.0,579
2306.0,4.0,580
2307.0,4.0,581
2308.0,4.0,582
2309.0,4.0,583
16.0,4.0,584
38.0,4.0,584
43.0,4.0,584
63.0,4.0,584
68.0,4.0,584
88.0,4.0,584
93.0,4.0,584
2325.0,4.0,584
12.0,32.0,585
17.0,32.0,586
39.0,32.0,587
44.0,32.0,588
64.0,32.0,589
69.0,32.0,590
89.0,32.0,591
94.0,32.0,592
114.0,32.0,593
119.0,32.0,594
139.0,32.0,595
144.0,32.0,596
164.0,32.0,597
169.0,32.0,598
189.0,32.0,599
194.0,32.0,600
214.0,32.0,601
219.0,32.0,602
253.0,32.0,603
258.0,32.0,604
290.0,32.0,605
295.0,32.0,606
327.0,32.0,607
332.0,32.0,608
364.0,32.0,609
369.0,32.0,610
401.0,32.0,611
406.0,32.0,612
438.0,32.0,613
443.0,32.0,614
475.0,32.0,615
480.0,32.0,616
514.0,32.0,617
519.0,32.0,618
553.0,32.0,619
558.0,32.0,620
