BufId,SpillCost,Time
9.0,256.0,169
10.0,256.0,170
13.0,256.0,171
14.0,256.0,172
15.0,256.0,173
27.0,256.0,174
28.0,256.0,175
36.0,256.0,176
37.0,256.0,177
40.0,256.0,178
41.0,256.0,179
42.0,256.0,180
52.0,256.0,181
53.0,256.0,182
61.0,256.0,183
62.0,256.0,184
65.0,256.0,185
66.0,256.0,186
67.0,256.0,187
77.0,256.0,188
78.0,256.0,189
86.0,256.0,190
87.0,256.0,191
90.0,256.0,192
91.0,256.0,193
92.0,256.0,194
102.0,256.0,195
103.0,256.0,196
111.0,256.0,197
112.0,256.0,198
115.0,256.0,199
116.0,256.0,200
117.0,256.0,201
137.0,256.0,202
138.0,256.0,203
139.0,256.0,204
140.0,256.0,205
141.0,256.0,206
142.0,256.0,207
143.0,256.0,208
144.0,256.0,209
150.0,256.0,210
151.0,256.0,211
154.0,256.0,212
155.0,256.0,213
156.0,256.0,214
174.0,256.0,215
175.0,256.0,216
176.0,256.0,217
177.0,256.0,218
178.0,256.0,219
179.0,256.0,220
180.0,256.0,221
181.0,256.0,222
187.0,256.0,223
188.0,256.0,224
191.0,256.0,225
192.0,256.0,226
193.0,256.0,227
211.0,256.0,228
212.0,256.0,229
213.0,256.0,230
214.0,256.0,231
215.0,256.0,232
216.0,256.0,233
217.0,256.0,234
218.0,256.0,235
224.0,256.0,236
225.0,256.0,237
228.0,256.0,238
229.0,256.0,239
230.0,256.0,240
248.0,256.0,241
249.0,256.0,242
250.0,256.0,243
251.0,256.0,244
252.0,256.0,245
253.0,256.0,246
254.0,256.0,247
255.0,256.0,248
263.0,256.0,249
264.0,256.0,250
267.0,256.0,251
268.0,256.0,252
269.0,256.0,253
289.0,256.0,254
290.0,256.0,255
291.0,256.0,256
292.0,256.0,257
293.0,256.0,258
294.0,256.0,259
295.0,256.0,260
296.0,256.0,261
302.0,256.0,262
303.0,256.0,263
306.0,256.0,264
307.0,256.0,265
308.0,256.0,266
326.0,256.0,267
327.0,256.0,268
328.0,256.0,269
329.0,256.0,270
330.0,256.0,271
331.0,256.0,272
332.0,256.0,273
333.0,256.0,274
339.0,256.0,275
340.0,256.0,276
343.0,256.0,277
344.0,256.0,278
345.0,256.0,279
363.0,256.0,280
364.0,256.0,281
365.0,256.0,282
366.0,256.0,283
367.0,256.0,284
368.0,256.0,285
369.0,256.0,286
370.0,256.0,287
376.0,256.0,288
377.0,256.0,289
380.0,256.0,290
381.0,256.0,291
382.0,256.0,292
400.0,256.0,293
401.0,256.0,294
402.0,256.0,295
403.0,256.0,296
404.0,256.0,297
405.0,256.0,298
406.0,256.0,299
407.0,256.0,300
415.0,256.0,301
416.0,256.0,302
419.0,256.0,303
420.0,256.0,304
421.0,256.0,305
441.0,256.0,306
442.0,256.0,307
443.0,256.0,308
444.0,256.0,309
445.0,256.0,310
446.0,256.0,311
447.0,256.0,312
448.0,256.0,313
450.0,256.0,314
451.0,256.0,315
457.0,256.0,316
458.0,256.0,317
461.0,256.0,318
462.0,256.0,319
463.0,256.0,320
481.0,256.0,321
482.0,256.0,322
483.0,256.0,323
484.0,256.0,324
485.0,256.0,325
486.0,256.0,326
487.0,256.0,327
488.0,256.0,328
490.0,256.0,329
491.0,256.0,330
497.0,256.0,331
498.0,256.0,332
501.0,256.0,333
502.0,256.0,334
503.0,256.0,335
521.0,256.0,336
522.0,256.0,337
523.0,256.0,338
524.0,256.0,339
525.0,256.0,340
526.0,256.0,341
527.0,256.0,342
528.0,256.0,343
530.0,256.0,344
531.0,256.0,345
537.0,256.0,346
538.0,256.0,347
541.0,256.0,348
542.0,256.0,349
543.0,256.0,350
561.0,256.0,351
562.0,256.0,352
563.0,256.0,353
564.0,256.0,354
565.0,256.0,355
566.0,256.0,356
567.0,256.0,357
568.0,256.0,358
570.0,256.0,359
