BufId,SpillCost,Time
1.0,256.0,72
84.0,256.0,74
87.0,256.0,76
90.0,256.0,78
93.0,256.0,80
96.0,256.0,82
99.0,256.0,84
102.0,256.0,86
105.0,256.0,88
109.0,256.0,90
112.0,256.0,92
115.0,256.0,94
118.0,256.0,96
121.0,256.0,98
124.0,256.0,100
127.0,256.0,102
130.0,256.0,104
134.0,256.0,106
137.0,256.0,108
140.0,256.0,110
143.0,256.0,112
146.0,256.0,114
149.0,256.0,116
152.0,256.0,118
155.0,256.0,120
159.0,256.0,122
162.0,256.0,124
165.0,256.0,126
168.0,256.0,128
171.0,256.0,130
174.0,256.0,132
177.0,256.0,134
180.0,256.0,136
184.0,256.0,138
187.0,256.0,140
190.0,256.0,142
193.0,256.0,144
196.0,256.0,146
199.0,256.0,148
202.0,256.0,150
205.0,256.0,152
209.0,256.0,154
212.0,256.0,156
215.0,256.0,158
218.0,256.0,160
221.0,256.0,162
224.0,256.0,164
227.0,256.0,166
230.0,256.0,168
353.0,256.0,170
356.0,256.0,172
359.0,256.0,174
362.0,256.0,176
365.0,256.0,178
368.0,256.0,180
371.0,256.0,182
374.0,256.0,184
497.0,256.0,186
500.0,256.0,188
503.0,256.0,190
506.0,256.0,192
509.0,256.0,194
512.0,256.0,196
515.0,256.0,198
518.0,256.0,200
641.0,256.0,202
644.0,256.0,204
647.0,256.0,206
650.0,256.0,208
653.0,256.0,210
656.0,256.0,212
659.0,256.0,214
662.0,256.0,216
785.0,256.0,218
788.0,256.0,220
791.0,256.0,222
794.0,256.0,224
797.0,256.0,226
800.0,256.0,228
803.0,256.0,230
806.0,256.0,232
929.0,256.0,234
932.0,256.0,236
935.0,256.0,238
938.0,256.0,240
941.0,256.0,242
944.0,256.0,244
947.0,256.0,246
950.0,256.0,248
1073.0,256.0,250
1076.0,256.0,252
1079.0,256.0,254
1082.0,256.0,256
1085.0,256.0,258
1088.0,256.0,260
1091.0,256.0,262
