NodeId,Op,Type,BufId,Cycles,Start,End
2542,ALLOC,L1,1271.0,0,9145,9145
2543,COPY_IN,,,0,0,0
2548,ALLOC,L1,1274.0,0,9173,9173
2554,ALLOC,L1,1277.0,0,9173,9173
2556,ALLOC,L1,1278.0,0,9173,9173
2557,COPY_IN,,,0,0,0
2562,ALLOC,L1,1281.0,0,9179,9179
2568,ALLOC,L1,1284.0,0,9557,9557
2574,ALLOC,L1,1287.0,0,9557,9557
2580,ALLOC,L1,1290.0,0,9557,9557
2586,ALLOC,L1,1293.0,0,9563,9563
2592,ALLOC,L1,1296.0,0,11503,11503
3246,ALLOC,L1,1623.0,0,11503,11503
3252,ALLOC,L1,1626.0,0,11523,11523
3582,ALLOC,L1,1791.0,0,11969,11969
3588,ALLOC,L1,1794.0,0,11969,11969
3614,ALLOC,L1,1807.0,0,12036,12036
3620,ALLOC,L1,1810.0,0,12191,12191
3646,ALLOC,L1,1823.0,0,12206,12206
3652,ALLOC,L1,1826.0,0,12361,12361
3678,ALLOC,L1,1839.0,0,12376,12376
3684,ALLOC,L1,1842.0,0,12534,12534
3710,ALLOC,L1,1855.0,0,12549,12549
3716,ALLOC,L1,1858.0,0,12666,12666
3742,ALLOC,L1,1871.0,0,12681,12681
3748,ALLOC,L1,1874.0,0,12825,12825
3774,ALLOC,L1,1887.0,0,12840,12840
3780,ALLOC,L1,1890.0,0,13058,13058
3806,ALLOC,L1,1903.0,0,13073,13073
3812,ALLOC,L1,1906.0,0,13075,13075
3819,ALLOC,L1,1909.0,0,13075,13075
3825,ALLOC,L1,1912.0,0,13075,13075
3831,ALLOC,L1,1915.0,0,13075,13075
3837,ALLOC,L1,1918.0,0,13075,13075
3843,ALLOC,L1,1921.0,0,13075,13075
3849,ALLOC,L1,1924.0,0,13075,13075
3855,ALLOC,L1,1927.0,0,13075,13075
3861,ALLOC,L1,1930.0,0,13082,13082
3868,ALLOC,L1,1933.0,0,13082,13082
3874,ALLOC,L1,1936.0,0,13082,13082
3880,ALLOC,L1,1939.0,0,13082,13082
3886,ALLOC,L1,1942.0,0,13082,13082
3892,ALLOC,L1,1945.0,0,13082,13082
3898,ALLOC,L1,1948.0,0,13082,13082
3904,ALLOC,L1,1951.0,0,13082,13082
3910,ALLOC,L1,1954.0,0,13117,13117
3917,ALLOC,L1,1957.0,0,13117,13117
3923,ALLOC,L1,1960.0,0,13117,13117
3929,ALLOC,L1,1963.0,0,13117,13117
3935,ALLOC,L1,1966.0,0,13117,13117
3941,ALLOC,L1,1969.0,0,13117,13117
3947,ALLOC,L1,1972.0,0,13117,13117
3953,ALLOC,L1,1975.0,0,13117,13117
3959,ALLOC,L1,1978.0,0,13143,13143
3966,ALLOC,L1,1981.0,0,13143,13143
3972,ALLOC,L1,1984.0,0,13143,13143
3978,ALLOC,L1,1987.0,0,13143,13143
3984,ALLOC,L1,1990.0,0,13143,13143
3990,ALLOC,L1,1993.0,0,13143,13143
3996,ALLOC,L1,1996.0,0,13143,13143
4002,ALLOC,L1,1999.0,0,13143,13143
4008,ALLOC,L1,2002.0,0,13147,13147
4877,ALLOC,L1,2433.0,0,13147,13147
4878,COPY_IN,,,0,0,0
4883,ALLOC,L1,2436.0,0,13147,13147
4885,ALLOC,L1,2437.0,0,13147,13147
4886,COPY_IN,,,0,0,0
4891,ALLOC,L1,2440.0,0,13147,13147
4893,ALLOC,L1,2441.0,0,13147,13147
4894,COPY_IN,,,0,0,0
4899,ALLOC,L1,2444.0,0,13147,13147
4901,ALLOC,L1,2445.0,0,13147,13147
4902,COPY_IN,,,0,0,0
4907,ALLOC,L1,2448.0,0,13147,13147
4909,ALLOC,L1,2449.0,0,13147,13147
4910,COPY_IN,,,0,0,0
4915,ALLOC,L1,2452.0,0,13147,13147
4917,ALLOC,L1,2453.0,0,13147,13147
