NodeId,Op,Type,BufId,Cycles,Start,End
1,ALLOC,L1,1.0,0,2751,2751
3,COPY_IN,,,0,0,0
2,ALLOC,L1,2.0,0,28868,28868
4,COPY_IN,,,0,0,0
5,ALLOC,L0A,3.0,0,28868,28868
7,MOVE,,,31,0,31
6,ALLOC,L0B,4.0,0,28868,28868
8,MOVE,,,31,31,62
10,ALLOC,L1,5.0,0,28868,28868
12,COPY_IN,,,0,0,0
11,ALLOC,L1,6.0,0,28873,28873
13,COPY_IN,,,0,0,0
14,ALLOC,L0A,7.0,0,28873,28873
16,MOVE,,,31,62,93
15,ALLOC,L0B,8.0,0,28873,28873
17,MOVE,,,31,93,124
19,ALLOC,L1,9.0,0,28873,28873
21,COPY_IN,,,0,0,0
20,ALLOC,L1,10.0,0,28885,28885
22,COPY_IN,,,0,0,0
28,ALLOC,L1,13.0,0,28885,28885
30,COPY_IN,,,0,0,0
29,ALLOC,L1,14.0,0,28893,28893
31,COPY_IN,,,0,0,0
37,ALLOC,L1,17.0,0,28893,28893
39,COPY_IN,,,0,0,0
38,ALLOC,L1,18.0,0,28901,28901
40,COPY_IN,,,0,0,0
46,ALLOC,L1,21.0,0,28901,28901
48,COPY_IN,,,0,0,0
47,ALLOC,L1,22.0,0,28909,28909
49,COPY_IN,,,0,0,0
55,ALLOC,L1,25.0,0,28909,28909
57,COPY_IN,,,0,0,0
56,ALLOC,L1,26.0,0,28917,28917
58,COPY_IN,,,0,0,0
64,ALLOC,L1,29.0,0,28917,28917
66,COPY_IN,,,0,0,0
65,ALLOC,L1,30.0,0,28925,28925
67,COPY_IN,,,0,0,0
73,ALLOC,L1,33.0,0,28925,28925
75,COPY_IN,,,0,0,0
74,ALLOC,L1,34.0,0,28933,28933
76,COPY_IN,,,0,0,0
82,ALLOC,L1,37.0,0,28933,28933
84,COPY_IN,,,0,0,0
83,ALLOC,L1,38.0,0,28941,28941
85,COPY_IN,,,0,0,0
91,ALLOC,L1,41.0,0,28941,28941
93,COPY_IN,,,0,0,0
92,ALLOC,L1,42.0,0,28949,28949
94,COPY_IN,,,0,0,0
100,ALLOC,L1,45.0,0,28949,28949
102,COPY_IN,,,0,0,0
101,ALLOC,L1,46.0,0,28957,28957
103,COPY_IN,,,0,0,0
109,ALLOC,L1,49.0,0,28957,28957
111,COPY_IN,,,0,0,0
110,ALLOC,L1,50.0,0,28965,28965
112,COPY_IN,,,0,0,0
118,ALLOC,L1,53.0,0,28965,28965
120,COPY_IN,,,0,0,0
119,ALLOC,L1,54.0,0,28973,28973
121,COPY_IN,,,0,0,0
127,ALLOC,L1,57.0,0,28973,28973
129,COPY_IN,,,0,0,0
128,ALLOC,L1,58.0,0,28981,28981
130,COPY_IN,,,0,0,0
136,ALLOC,L1,61.0,0,28981,28981
138,COPY_IN,,,0,0,0
137,ALLOC,L1,62.0,0,28989,28989
139,COPY_IN,,,0,0,0
147,ALLOC,L1,66.0,0,28999,28999
148,COPY_IN,,,0,0,0
154,ALLOC,L1,69.0,0,29004,29004
155,COPY_IN,,,0,0,0
161,ALLOC,L1,72.0,0,29016,29016
162,COPY_IN,,,0,0,0
168,ALLOC,L1,75.0,0,29024,29024
169,COPY_IN,,,0,0,0
175,ALLOC,L1,78.0,0,29032,29032
176,COPY_IN,,,0,0,0
182,ALLOC,L1,81.0,0,29040,29040
183,COPY_IN,,,0,0,0
189,ALLOC,L1,84.0,0,29048,29048
190,COPY_IN,,,0,0,0
196,ALLOC,L1,87.0,0,29056,29056
197,COPY_IN,,,0,0,0
203,ALLOC,L1,90.0,0,29064,29064
204,COPY_IN,,,0,0,0
210,ALLOC,L1,93.0,0,29072,29072
211,COPY_IN,,,0,0,0
217,ALLOC,L1,96.0,0,29080,29080
218,COPY_IN,,,0,0,0
224,ALLOC,L1,99.0,0,29088,29088
225,COPY_IN,,,0,0,0
231,ALLOC,L1,102.0,0,29096,29096
232,COPY_IN,,,0,0,0
238,ALLOC,L1,105.0,0,29104,29104
239,COPY_IN,,,0,0,0
245,ALLOC,L1,108.0,0,29112,29112
246,COPY_IN,,,0,0,0
252,ALLOC,L1,111.0,0,29120,29120
253,COPY_IN,,,0,0,0
261,ALLOC,L1,115.0,0,29130,29130
262,COPY_IN,,,0,0,0
268,ALLOC,L1,118.0,0,29135,29135
269,COPY_IN,,,0,0,0
275,ALLOC,L1,121.0,0,29147,29147
276,COPY_IN,,,0,0,0
282,ALLOC,L1,124.0,0,29155,29155
283,COPY_IN,,,0,0,0
289,ALLOC,L1,127.0,0,29163,29163
290,COPY_IN,,,0,0,0
296,ALLOC,L1,130.0,0,29171,29171
297,COPY_IN,,,0,0,0
303,ALLOC,L1,133.0,0,29179,29179
304,COPY_IN,,,0,0,0
310,ALLOC,L1,136.0,0,29187,29187
311,COPY_IN,,,0,0,0
317,ALLOC,L1,139.0,0,29195,29195
318,COPY_IN,,,0,0,0
324,ALLOC,L1,142.0,0,29203,29203
325,COPY_IN,,,0,0,0
331,ALLOC,L1,145.0,0,29211,29211
332,COPY_IN,,,0,0,0
338,ALLOC,L1,148.0,0,29219,29219
339,COPY_IN,,,0,0,0
345,ALLOC,L1,151.0,0,29227,29227
346,COPY_IN,,,0,0,0
352,ALLOC,L1,154.0,0,29235,29235
353,COPY_IN,,,0,0,0
359,ALLOC,L1,157.0,0,29243,29243
360,COPY_IN,,,0,0,0
366,ALLOC,L1,160.0,0,29251,29251
367,COPY_IN,,,0,0,0
375,ALLOC,L1,164.0,0,29261,29261
376,COPY_IN,,,0,0,0
382,ALLOC,L1,167.0,0,29266,29266
383,COPY_IN,,,0,0,0
389,ALLOC,L1,170.0,0,29278,29278
390,COPY_IN,,,0,0,0
396,ALLOC,L1,173.0,0,29286,29286
397,COPY_IN,,,0,0,0
403,ALLOC,L1,176.0,0,29294,29294
404,COPY_IN,,,0,0,0
410,ALLOC,L1,179.0,0,29302,29302
411,COPY_IN,,,0,0,0
417,ALLOC,L1,182.0,0,29310,29310
418,COPY_IN,,,0,0,0
424,ALLOC,L1,185.0,0,29318,29318
425,COPY_IN,,,0,0,0
431,ALLOC,L1,188.0,0,29326,29326
432,COPY_IN,,,0,0,0
438,ALLOC,L1,191.0,0,29334,29334
439,COPY_IN,,,0,0,0
445,ALLOC,L1,194.0,0,29342,29342
446,COPY_IN,,,0,0,0
452,ALLOC,L1,197.0,0,29350,29350
453,COPY_IN,,,0,0,0
459,ALLOC,L1,200.0,0,29358,29358
460,COPY_IN,,,0,0,0
466,ALLOC,L1,203.0,0,29366,29366
467,COPY_IN,,,0,0,0
473,ALLOC,L1,206.0,0,29374,29374
474,COPY_IN,,,0,0,0
480,ALLOC,L1,209.0,0,29382,29382
481,COPY_IN,,,0,0,0
489,ALLOC,L1,213.0,0,29392,29392
490,COPY_IN,,,0,0,0
496,ALLOC,L1,216.0,0,29397,29397
497,COPY_IN,,,0,0,0
503,ALLOC,L1,219.0,0,29409,29409
504,COPY_IN,,,0,0,0
510,ALLOC,L1,222.0,0,29417,29417
511,COPY_IN,,,0,0,0
517,ALLOC,L1,225.0,0,29425,29425
518,COPY_IN,,,0,0,0
524,ALLOC,L1,228.0,0,29433,29433
525,COPY_IN,,,0,0,0
531,ALLOC,L1,231.0,0,29441,29441
532,COPY_IN,,,0,0,0
538,ALLOC,L1,234.0,0,29449,29449
539,COPY_IN,,,0,0,0
545,ALLOC,L1,237.0,0,29457,29457
546,COPY_IN,,,0,0,0
552,ALLOC,L1,240.0,0,29465,29465
553,COPY_IN,,,0,0,0
559,ALLOC,L1,243.0,0,29473,29473
560,COPY_IN,,,0,0,0
566,ALLOC,L1,246.0,0,29481,29481
567,COPY_IN,,,0,0,0
573,ALLOC,L1,249.0,0,29489,29489
574,COPY_IN,,,0,0,0
580,ALLOC,L1,252.0,0,29497,29497
581,COPY_IN,,,0,0,0
587,ALLOC,L1,255.0,0,29505,29505
588,COPY_IN,,,0,0,0
594,ALLOC,L1,258.0,0,29513,29513
595,COPY_IN,,,0,0,0
603,ALLOC,L1,262.0,0,29523,29523
604,COPY_IN,,,0,0,0
610,ALLOC,L1,265.0,0,29528,29528
611,COPY_IN,,,0,0,0
617,ALLOC,L1,268.0,0,29540,29540
618,COPY_IN,,,0,0,0
624,ALLOC,L1,271.0,0,29548,29548
625,COPY_IN,,,0,0,0
631,ALLOC,L1,274.0,0,29556,29556
632,COPY_IN,,,0,0,0
638,ALLOC,L1,277.0,0,29564,29564
639,COPY_IN,,,0,0,0
645,ALLOC,L1,280.0,0,29572,29572
646,COPY_IN,,,0,0,0
652,ALLOC,L1,283.0,0,29580,29580
653,COPY_IN,,,0,0,0
659,ALLOC,L1,286.0,0,29588,29588
660,COPY_IN,,,0,0,0
666,ALLOC,L1,289.0,0,29596,29596
667,COPY_IN,,,0,0,0
673,ALLOC,L1,292.0,0,29604,29604
674,COPY_IN,,,0,0,0
680,ALLOC,L1,295.0,0,29612,29612
681,COPY_IN,,,0,0,0
687,ALLOC,L1,298.0,0,29620,29620
688,COPY_IN,,,0,0,0
694,ALLOC,L1,301.0,0,29628,29628
695,COPY_IN,,,0,0,0
701,ALLOC,L1,304.0,0,29636,29636
702,COPY_IN,,,0,0,0
708,ALLOC,L1,307.0,0,29644,29644
709,COPY_IN,,,0,0,0
717,ALLOC,L1,311.0,0,29654,29654
718,COPY_IN,,,0,0,0
724,ALLOC,L1,314.0,0,29659,29659
725,COPY_IN,,,0,0,0
