BufId,SpillCost,Time
1.0,256.0,72
66.0,256.0,74
69.0,256.0,76
72.0,256.0,78
75.0,256.0,80
78.0,256.0,82
81.0,256.0,84
84.0,256.0,86
87.0,256.0,88
90.0,256.0,90
93.0,256.0,92
96.0,256.0,94
99.0,256.0,96
102.0,256.0,98
105.0,256.0,100
108.0,256.0,102
111.0,256.0,104
115.0,256.0,106
118.0,256.0,108
121.0,256.0,110
124.0,256.0,112
127.0,256.0,114
130.0,256.0,116
133.0,256.0,118
136.0,256.0,120
139.0,256.0,122
142.0,256.0,124
145.0,256.0,126
148.0,256.0,128
151.0,256.0,130
154.0,256.0,132
157.0,256.0,134
160.0,256.0,136
164.0,256.0,138
167.0,256.0,140
170.0,256.0,142
173.0,256.0,144
176.0,256.0,146
179.0,256.0,148
182.0,256.0,150
185.0,256.0,152
188.0,256.0,154
191.0,256.0,156
194.0,256.0,158
197.0,256.0,160
200.0,256.0,162
203.0,256.0,164
206.0,256.0,166
209.0,256.0,168
213.0,256.0,170
216.0,256.0,172
219.0,256.0,174
222.0,256.0,176
225.0,256.0,178
228.0,256.0,180
231.0,256.0,182
234.0,256.0,184
237.0,256.0,186
240.0,256.0,188
243.0,256.0,190
246.0,256.0,192
249.0,256.0,194
252.0,256.0,196
255.0,256.0,198
258.0,256.0,200
262.0,256.0,202
265.0,256.0,204
268.0,256.0,206
271.0,256.0,208
274.0,256.0,210
277.0,256.0,212
280.0,256.0,214
283.0,256.0,216
286.0,256.0,218
289.0,256.0,220
292.0,256.0,222
295.0,256.0,224
298.0,256.0,226
301.0,256.0,228
304.0,256.0,230
307.0,256.0,232
311.0,256.0,234
314.0,256.0,236
317.0,256.0,238
320.0,256.0,240
323.0,256.0,242
326.0,256.0,244
329.0,256.0,246
332.0,256.0,248
335.0,256.0,250
338.0,256.0,252
341.0,256.0,254
344.0,256.0,256
347.0,256.0,258
350.0,256.0,260
353.0,256.0,262
356.0,256.0,264
360.0,256.0,266
363.0,256.0,268
366.0,256.0,270
369.0,256.0,272
372.0,256.0,274
375.0,256.0,276
378.0,256.0,278
381.0,256.0,280
384.0,256.0,282
387.0,256.0,284
390.0,256.0,286
393.0,256.0,288
396.0,256.0,290
399.0,256.0,292
402.0,256.0,294
405.0,256.0,296
409.0,256.0,298
412.0,256.0,300
415.0,256.0,302
418.0,256.0,304
421.0,256.0,306
424.0,256.0,308
427.0,256.0,310
430.0,256.0,312
433.0,256.0,314
436.0,256.0,316
439.0,256.0,318
442.0,256.0,320
