BufId,SpillCost,Time
159.0,16.0,1519
3571.0,16.0,1521
3574.0,16.0,1523
3577.0,16.0,1525
3580.0,16.0,1527
3583.0,16.0,1529
3587.0,16.0,1531
3590.0,16.0,1533
3593.0,16.0,1535
3596.0,16.0,1537
3599.0,16.0,1539
3602.0,16.0,1541
3605.0,16.0,1543
3608.0,16.0,1545
3611.0,16.0,1547
3615.0,16.0,1549
3618.0,16.0,1551
3621.0,16.0,1553
3624.0,16.0,1555
3627.0,16.0,1557
3630.0,16.0,1559
3633.0,16.0,1561
3636.0,16.0,1563
3639.0,16.0,1565
3643.0,16.0,1567
3646.0,16.0,1569
3649.0,16.0,1571
3652.0,16.0,1573
3655.0,16.0,1575
3658.0,16.0,1577
3661.0,16.0,1579
3664.0,16.0,1581
3667.0,16.0,1583
3671.0,16.0,1585
3674.0,16.0,1587
3677.0,16.0,1589
3680.0,16.0,1591
3683.0,16.0,1593
3686.0,16.0,1595
3689.0,16.0,1597
3692.0,16.0,1599
3695.0,16.0,1601
3699.0,16.0,1603
3702.0,16.0,1605
3705.0,16.0,1607
3708.0,16.0,1609
3711.0,16.0,1611
3714.0,16.0,1613
3717.0,16.0,1615
3720.0,16.0,1617
3723.0,16.0,1619
3727.0,16.0,1621
3730.0,16.0,1623
3733.0,16.0,1625
3736.0,16.0,1627
3739.0,16.0,1629
3742.0,16.0,1631
3745.0,16.0,1633
3748.0,16.0,1635
3751.0,16.0,1637
3755.0,16.0,1639
3758.0,16.0,1641
4496.0,16.0,1643
4499.0,16.0,1645
4502.0,16.0,1647
4505.0,16.0,1649
4508.0,16.0,1651
4511.0,16.0,1653
4514.0,16.0,1655
4517.0,16.0,1657
4555.0,16.0,1659
4558.0,16.0,1661
4561.0,16.0,1663
4564.0,16.0,1665
4567.0,16.0,1667
4570.0,16.0,1669
4573.0,16.0,1671
4576.0,16.0,1673
4614.0,16.0,1675
4617.0,16.0,1677
4620.0,16.0,1679
4623.0,16.0,1681
4626.0,16.0,1683
4629.0,16.0,1685
4632.0,16.0,1687
4635.0,16.0,1689
4673.0,16.0,1691
4676.0,16.0,1693
4679.0,16.0,1695
4682.0,16.0,1697
4685.0,16.0,1699
4688.0,16.0,1701
4691.0,16.0,1703
4694.0,16.0,1705
4732.0,16.0,1707
4735.0,16.0,1709
4738.0,16.0,1711
4741.0,16.0,1713
4744.0,16.0,1715
4747.0,16.0,1717
4750.0,16.0,1719
4753.0,16.0,1721
4791.0,16.0,1723
4794.0,16.0,1725
4797.0,16.0,1727
4800.0,16.0,1729
4803.0,16.0,1731
4806.0,16.0,1733
4809.0,16.0,1735
4812.0,16.0,1737
4850.0,16.0,1739
4853.0,16.0,1741
4856.0,16.0,1743
4859.0,16.0,1745
4862.0,16.0,1747
4865.0,16.0,1749
4868.0,16.0,1751
4871.0,16.0,1753
7605.0,16.0,1755
7620.0,16.0,1757
7635.0,16.0,1759
7650.0,16.0,1761
11813.0,16.0,1763
11816.0,16.0,1765
11819.0,16.0,1767
11822.0,16.0,1769
11913.0,16.0,1771
11916.0,16.0,1773
11919.0,16.0,1775
477.0,16.0,1777
11922.0,16.0,1777
344.0,32.0,1778
466.0,32.0,1779
472.0,32.0,1780
474.0,32.0,1781
599.0,32.0,1782
721.0,32.0,1783
725.0,32.0,1784
727.0,32.0,1785
732.0,32.0,1786
867.0,32.0,1787
989.0,32.0,1788
993.0,32.0,1789
995.0,32.0,1790
1119.0,32.0,1791
1241.0,32.0,1792
1245.0,32.0,1793
1247.0,32.0,1794
1251.0,32.0,1795
1264.0,32.0,1796
1267.0,32.0,1797
1298.0,32.0,1798
1425.0,32.0,1799
1535.0,32.0,1800
1539.0,32.0,1801
1541.0,32.0,1802
1578.0,32.0,1803
1586.0,32.0,1804
1590.0,32.0,1805
1592.0,32.0,1806
1596.0,32.0,1807
1608.0,32.0,1808
1610.0,32.0,1809
1617.0,32.0,1810
1620.0,32.0,1811
1631.0,32.0,1812
1638.0,32.0,1813
1642.0,32.0,1814
1644.0,32.0,1815
1651.0,32.0,1816
1654.0,32.0,1817
1659.0,32.0,1818
1666.0,32.0,1819
1670.0,32.0,1820
1672.0,32.0,1821
1679.0,32.0,1822
1682.0,32.0,1823
1687.0,32.0,1824
1694.0,32.0,1825
1698.0,32.0,1826
1700.0,32.0,1827
1707.0,32.0,1828
1710.0,32.0,1829
1715.0,32.0,1830
1722.0,32.0,1831
1726.0,32.0,1832
1728.0,32.0,1833
1735.0,32.0,1834
1738.0,32.0,1835
1743.0,32.0,1836
1750.0,32.0,1837
1754.0,32.0,1838
1756.0,32.0,1839
1766.0,32.0,1840
1771.0,32.0,1841
1778.0,32.0,1842
1784.0,32.0,1843
2005.0,32.0,1844
2010.0,32.0,1845
2015.0,32.0,1846
2018.0,32.0,1847
2023.0,32.0,1848
2030.0,32.0,1849
2034.0,32.0,1850
2036.0,32.0,1851
2042.0,32.0,1852
2047.0,32.0,1853
2052.0,32.0,1854
2056.0,32.0,1855
2123.0,32.0,1856
2147.0,32.0,1857
2171.0,32.0,1858
2180.0,32.0,1859
2184.0,32.0,1860
2188.0,32.0,1861
2197.0,32.0,1862
2201.0,32.0,1863
2205.0,32.0,1864
2214.0,32.0,1865
2218.0,32.0,1866
2222.0,32.0,1867
2231.0,32.0,1868
2235.0,32.0,1869
2239.0,32.0,1870
2248.0,32.0,1871
2252.0,32.0,1872
2256.0,32.0,1873
2265.0,32.0,1874
2269.0,32.0,1875
2273.0,32.0,1876
2282.0,32.0,1877
2286.0,32.0,1878
2290.0,32.0,1879
2293.0,32.0,1880
2317.0,32.0,1881
2323.0,32.0,1882
2329.0,32.0,1883
2335.0,32.0,1884
2341.0,32.0,1885
2347.0,32.0,1886
2353.0,32.0,1887
2359.0,32.0,1888
2361.0,32.0,1889
2385.0,32.0,1890
2391.0,32.0,1891
2397.0,32.0,1892
2403.0,32.0,1893
2409.0,32.0,1894
2415.0,32.0,1895
2421.0,32.0,1896
2427.0,32.0,1897
2429.0,32.0,1898
2432.0,32.0,1899
3561.0,32.0,1900
3589.0,32.0,1901
3617.0,32.0,1902
3645.0,32.0,1903
3673.0,32.0,1904
3701.0,32.0,1905
3729.0,32.0,1906
3757.0,32.0,1907
3760.0,32.0,1908
3784.0,32.0,1909
3790.0,32.0,1910
3796.0,32.0,1911
3802.0,32.0,1912
3808.0,32.0,1913
3814.0,32.0,1914
3820.0,32.0,1915
3826.0,32.0,1916
3828.0,32.0,1917
3830.0,32.0,1918
3991.0,32.0,1919
4010.0,32.0,1920
4029.0,32.0,1921
4048.0,32.0,1922
4067.0,32.0,1923
4086.0,32.0,1924
4105.0,32.0,1925
4124.0,32.0,1926
4126.0,32.0,1927
4150.0,32.0,1928
4156.0,32.0,1929
4162.0,32.0,1930
4168.0,32.0,1931
4174.0,32.0,1932
4180.0,32.0,1933
4186.0,32.0,1934
4192.0,32.0,1935
4194.0,32.0,1936
4196.0,32.0,1937
4357.0,32.0,1938
4376.0,32.0,1939
4395.0,32.0,1940
4414.0,32.0,1941
4433.0,32.0,1942
4452.0,32.0,1943
4471.0,32.0,1944
4490.0,32.0,1945
4492.0,32.0,1946
4519.0,32.0,1947
4535.0,32.0,1948
4551.0,32.0,1949
4578.0,32.0,1950
4594.0,32.0,1951
4610.0,32.0,1952
4637.0,32.0,1953
4653.0,32.0,1954
4669.0,32.0,1955
4696.0,32.0,1956
4712.0,32.0,1957
4728.0,32.0,1958
4755.0,32.0,1959
4771.0,32.0,1960
4787.0,32.0,1961
4814.0,32.0,1962
4830.0,32.0,1963
4846.0,32.0,1964
4873.0,32.0,1965
4889.0,32.0,1966
4905.0,32.0,1967
4908.0,32.0,1968
4930.0,32.0,1969
4936.0,32.0,1970
4942.0,32.0,1971
4948.0,32.0,1972
4954.0,32.0,1973
4960.0,32.0,1974
4966.0,32.0,1975
4972.0,32.0,1976
4974.0,32.0,1977
4976.0,32.0,1978
5137.0,32.0,1979
5156.0,32.0,1980
5175.0,32.0,1981
5194.0,32.0,1982
5213.0,32.0,1983
5232.0,32.0,1984
5251.0,32.0,1985
5270.0,32.0,1986
5272.0,32.0,1987
5290.0,32.0,1988
5308.0,32.0,1989
5326.0,32.0,1990
5344.0,32.0,1991
5362.0,32.0,1992
5380.0,32.0,1993
5398.0,32.0,1994
5400.0,32.0,1995
5414.0,32.0,1996
5420.0,32.0,1997
5426.0,32.0,1998
5432.0,32.0,1999
5438.0,32.0,2000
5444.0,32.0,2001
5450.0,32.0,2002
5456.0,32.0,2003
5458.0,32.0,2004
5460.0,32.0,2005
5621.0,32.0,2006
5640.0,32.0,2007
5659.0,32.0,2008
5678.0,32.0,2009
5697.0,32.0,2010
5716.0,32.0,2011
5735.0,32.0,2012
5754.0,32.0,2013
5756.0,32.0,2014
5774.0,32.0,2015
5792.0,32.0,2016
5810.0,32.0,2017
5828.0,32.0,2018
5846.0,32.0,2019
5864.0,32.0,2020
5882.0,32.0,2021
5884.0,32.0,2022
5911.0,32.0,2023
5927.0,32.0,2024
5943.0,32.0,2025
5970.0,32.0,2026
5986.0,32.0,2027
6002.0,32.0,2028
6029.0,32.0,2029
6045.0,32.0,2030
6061.0,32.0,2031
6064.0,32.0,2032
6080.0,32.0,2033
6082.0,32.0,2034
6243.0,32.0,2035
6262.0,32.0,2036
6281.0,32.0,2037
6300.0,32.0,2038
6319.0,32.0,2039
6338.0,32.0,2040
6357.0,32.0,2041
6376.0,32.0,2042
6378.0,32.0,2043
6396.0,32.0,2044
6414.0,32.0,2045
6432.0,32.0,2046
6450.0,32.0,2047
6468.0,32.0,2048
6486.0,32.0,2049
6504.0,32.0,2050
6506.0,32.0,2051
6524.0,32.0,2052
6542.0,32.0,2053
6560.0,32.0,2054
6562.0,32.0,2055
6564.0,32.0,2056
6725.0,32.0,2057
6744.0,32.0,2058
6763.0,32.0,2059
6782.0,32.0,2060
6801.0,32.0,2061
6820.0,32.0,2062
6839.0,32.0,2063
6858.0,32.0,2064
6860.0,32.0,2065
6878.0,32.0,2066
6896.0,32.0,2067
6914.0,32.0,2068
6932.0,32.0,2069
6950.0,32.0,2070
6968.0,32.0,2071
6986.0,32.0,2072
6988.0,32.0,2073
7006.0,32.0,2074
7024.0,32.0,2075
7042.0,32.0,2076
7044.0,32.0,2077
7059.0,32.0,2078
7067.0,32.0,2079
7075.0,32.0,2080
7090.0,32.0,2081
7098.0,32.0,2082
7106.0,32.0,2083
7121.0,32.0,2084
7129.0,32.0,2085
7137.0,32.0,2086
7140.0,32.0,2087
7156.0,32.0,2088
7174.0,32.0,2089
